Código Planta,DESCRIPCIÓN BIMBO,Planta 5,Siglas Línea,Estatus línea,Activo/inactivo,Ubicación física en línea,Centro de Costo,Ubicación física en Planta,BIM,Descripción del activo,Marca,Modelo,Serie,"voltaje, capacidad o dimensiones",Comentarios equipo,Familia Equipo,Grafica análisis,grafica,BIMBO SANTA MARIA
sin codigo,"TANQUE DE DIESEL DE USO DIARIO (DE PEE # 5) 1,000 LITROS 43"" X 47.5""",SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 4 P 118,0252,Registro equipo,alta,"TANQUE DE DIESEL DE USO DIARIO (DE PEE # 5) 1,000 LITROS 43"" X 47.5""",generico,,,,,TANQUES,Registro equipo,Capturado,
por codificar,TANQUE DE DIESEL DE USO DIARIO (RED VS INCENDIOS) 200 LITROS,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 4 P 118,0252,Registro equipo,alta,TANQUE DE DIESEL DE USO DIARIO (RED VS INCENDIOS) 200 LITROS,generico,,,,,TANQUES,Registro equipo,Capturado,
sin codigo,BOMBA # 1 DE RED DE AGUA CALIENTE 533LPM/25MTS. AURORA NO.1 2 X 21/2 X 9 REF. 41120-3 SECC.344,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 5 P 118,0252,Registro equipo,alta,BOMBA # 1 DE RED DE AGUA CALIENTE 533LPM/25MTS. AURORA NO.1 2 X 21/2 X 9 REF. 41120-3 SECC.344,aurora,12x21/2x9,,referencia--41120-3,,BOMBAS,Registro equipo,Capturado,
por codificar,LAVAOJOS PORTATIL EN C.M.2 (P-118) 32 FL OZ. (946 MILILITROS) NORTH 126037C,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 5 P 118,0252,Registro equipo,alta,LAVAOJOS PORTATIL EN C.M.2 (P-118) 32 FL OZ. (946 MILILITROS) NORTH 126037C,eye wash,,,,,EQUIPO DE SEGURIDAD,Registro equipo,Capturado,
por codificar,MOTOBOMBA # 2 DE RED DE AGUA CALIENTE 681LPM/34MTS. PICSA AURORA 2 X 2 1/2 X 7A REF.73469-A SECC.340,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 5 P 118,0252,Registro equipo,alta,MOTOBOMBA # 2 DE RED DE AGUA CALIENTE 681LPM/34MTS. PICSA AURORA 2 X 2 1/2 X 7A REF.73469-A SECC.340,aurora,12x21/2x9,,referencia//41120-3,,BOMBAS,Registro equipo,Capturado,
por codificar,CUARTO DE MAQUINAS # 3 (P.118),SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 6 P 118,0252,Registro equipo,alta,CUARTO DE MAQUINAS # 3 (P.118),,,,,es el area,TALLERES,Registro equipo,Capturado,
por codificar,LAVAOJOS PORTATIL EN C.M.1 (P-118) 32 FL OZ. (946 MILILITROS) NORTH 126037C,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 4 P 118,0252,Registro equipo,alta,LAVAOJOS PORTATIL EN C.M.1 (P-118) 32 FL OZ. (946 MILILITROS) NORTH 126037C,eye wash,,,,,EQUIPO DE SEGURIDAD,Registro equipo,Capturado,
por codificar,CUARTO DE MAQUINAS # 2 (P.118),SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 5 P 118,0252,Registro equipo,alta,CUARTO DE MAQUINAS # 2 (P.118),,,,,es el area,TALLERES,Registro equipo,Capturado,
por codificar,bomba glicola intercambiador de placas TQ1000 lts7.5 cp,SERVICIOS GENERALES,SG,equipo en linea,activo,cto de maq 5,,Registro equipo,alta,bomba glicola intercambiador de placas TQ1000 lts7.5 cp,picsa,,,,,,Registro equipo,Capturado,
por codificar,bomba 1 red glicol 10 cp ,SERVICIOS GENERALES,SG,equipo en linea,activo,cto de maq 5,,Registro equipo,alta,bomba 1 red glicol 10 cp ,picsa,,,,,,Registro equipo,Capturado,
por codificar,bomba 2 red glicol 10 cp,SERVICIOS GENERALES,SG,equipo en linea,activo,cto de maq 5,,Registro equipo,alta,bomba 2 red glicol 10 cp,picsa,,,,,,Registro equipo,Capturado,
por codificar,bomba 3 compresor trane 1 15 cp,SERVICIOS GENERALES,SG,equipo en linea,activo,cto de maq 5,,Registro equipo,alta,bomba 3 compresor trane 1 15 cp,picsa,,,,,,Registro equipo,Capturado,
por codificar,bomba 4 compresor trane 2 15 cp,SERVICIOS GENERALES,SG,equipo en linea,activo,cto de maq 5,,Registro equipo,alta,bomba 4 compresor trane 2 15 cp,picsa,,,,,,Registro equipo,Capturado,
por codificar,bomba agua helada 5 a red 10 cp,SERVICIOS GENERALES,SG,equipo en linea,activo,cto de maq 5,,Registro equipo,alta,bomba agua helada 5 a red 10 cp,picsa,,,,,,Registro equipo,Capturado,
por codificar,bomba agua halada a red 10 hp,SERVICIOS GENERALES,SG,equipo en linea,activo,cto de maq 5,,Registro equipo,alta,bomba agua halada a red 10 hp,picsa,,,,,,Registro equipo,Capturado,
por codificar,bomba agua helada 7 a intercambiador placas 10 cp,SERVICIOS GENERALES,SG,equipo en linea,activo,cto de maq 5,,Registro equipo,alta,bomba agua helada 7 a intercambiador placas 10 cp,picsa,,,,,,Registro equipo,Capturado,
por codificar,bomba glicol a intercambiador placas TQ 5000 lts 7.5 cp,SERVICIOS GENERALES,SG,equipo en linea,activo,cto de maq 5,,Registro equipo,alta,bomba glicol a intercambiador placas TQ 5000 lts 7.5 cp,picsa,,,,,,Registro equipo,Capturado,
por codificar,enfriador de placas agua fria prensas,SERVICIOS GENERALES,SG,equipo en linea,activo,cto de maq 5,,Registro equipo,alta,enfriador de placas agua fria prensas,,,,,,,Registro equipo,Capturado,
por codificar,enfriador de placas agua fria prensas,SERVICIOS GENERALES,SG,equipo en linea,activo,cto de maq 5,,Registro equipo,alta,enfriador de placas agua fria prensas,,,,,,,Registro equipo,Capturado,
por codificar,tanque de agua fria prensas,SERVICIOS GENERALES,SG,equipo en linea,activo,cto de maq 5,,Registro equipo,alta,tanque de agua fria prensas,rotoplas,,,1200 lts,,,Registro equipo,Capturado,
por codificar,bomba de agua fria prensas,SERVICIOS GENERALES,SG,equipo en linea,activo,cto de maq 5,,Registro equipo,alta,bomba de agua fria prensas,picsa,2x2 1/2x7a,,,,,Registro equipo,Capturado,
por codificar,bomba red de agua fria prensas,SERVICIOS GENERALES,SG,equipo en linea,activo,cto de maq 5,,Registro equipo,alta,bomba red de agua fria prensas,picsa,2x2 1/2x7a,,,,,Registro equipo,Capturado,
BO1P106-00002,ARTEZA DE FERMENTACION NO 1,Planta 1,PL-1,equipo en linea,activo,Proceso,,,BIM-179312,ARTEZA PARA LINEAS DE PRODUCCION PL1=BOL1,,,,,se esta despegando el codigo ,"ARTEZA 1, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P106-00003,ARTEZA DE FERMENTACION NO 2,Planta 1,PL-1,equipo en linea,activo,Proceso,,Registro equipo,alta,ARTEZA DE FERMENTACION NO 2,,,,,,"ARTEZA 2, PL-1",Registro equipo,Capturado,
BO1P106-00004,ARTEZA DE FERMENTACION NO 3,Planta 1,PL-1,equipo en linea,activo,Proceso,,Registro equipo,alta,ARTEZA DE FERMENTACION NO 3,,,,,,"ARTEZA 3, PL-1",Registro equipo,Capturado,
BO1P106-00005,ARTEZA DE FERMENTACION NO 4,Planta 1,PL-1,equipo en linea,activo,Proceso,,,BIM-068916,ARTEZA PARA LAS LINEAS DE PRODUCCION PL1=BOL1 No 04,,,,,,"ARTEZA 4, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P106-00006,ARTEZA DE FERMENTACION NO 5,Planta 1,PL-1,equipo en linea,activo,Proceso,,,BIM-068917,ARTEZA PARA LAS LINEAS DE PRODUCCION PL1=BOL1 No 05,,,,,,"ARTEZA 5, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P106-00007,ARTEZA DE FERMENTACION NO 6,Planta 1,PL-1,equipo en linea,activo,Proceso,,,BIM-068918,ARTEZA PARA LAS LINEAS DE PRODUCCION PL1=BOL1 No 06,,,,,,"ARTEZA 6, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P106-00008,ARTEZA DE FERMENTACION NO 7,Planta 1,PL-1,equipo en linea,activo,Proceso,,Registro equipo,alta,ARTEZA DE FERMENTACION NO 7,,,,,,"ARTEZA 7, PL-1",Registro equipo,Capturado,
BO1P106-00009,ARTEZA DE FERMENTACION NO 8,Planta 1,PL-1,equipo en linea,activo,Proceso,,,BIM-068920,ARTEZA PARA LAS LINEAS DE PRODUCCION PL1=BOL1 No 08,,,,,,"ARTEZA 8, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P106-00010,ARTEZA DE FERMENTACION NO 9,Planta 1,PL-1,equipo en linea,activo,Proceso,,Registro equipo,alta,ARTEZA DE FERMENTACION NO 9,,,,,,"ARTEZA 9, PL-1",Registro equipo,Capturado,
BO1P106-00011,ARTEZA DE FERMENTACION NO 10,Planta 1,PL-1,equipo en linea,activo,Proceso,,,BIM-068922,ARTEZA PARA LAS LINEAS DE PRODUCCION PL1=BOL1 No 10,,,,,,"ARTEZA 10, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P106-00012,ARTEZA DE FERMENTACION NO 11,Planta 1,PL-1,equipo en linea,activo,Proceso,,Registro equipo,alta,ARTEZA DE FERMENTACION NO 11,,,,,,"ARTEZA 11, PL-1",Registro equipo,Capturado,
BO1P106-00013,ARTEZA DE FERMENTACION NO 12,Planta 1,PL-1,equipo en linea,activo,Proceso,,,BIM-068924,ARTEZA PARA LAS LINEAS DE PRODUCCION PL1=BOL1 No 12,,,,,,"ARTEZA 12, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P106-00014,ARTEZA DE FERMENTACION NO 13,Planta 1,PL-1,equipo en linea,activo,Proceso,,,BIM-068925,ARTEZA PARA LAS LINEAS DE PRODUCCION PL1=BOL1 No 13,,,,,,"ARTEZA 13, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P106-00016,ARTEZA AVION 2,Planta 1,PL-1,equipo en linea,activo,Proceso,,,BIM-185334,ARTESA TIPO AVION EN AC. INOX,,,,,se le esta borrando codigo,"ARTEZA AVION 2, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P106-00017,EQUIPO RODANTE PL1,Planta 1,PL-1,proceso de baja,inactivo,Proceso,,Eqpo. c/Código BIM Bajas,baja,EQUIPO RODANTE PL1,,,,,,"EQUIPO RODANTE, PL-1",Eqpo. c/Código BIM Bajas,Capturado,
BO1P109-00001,SISTEMA DE RELLENO,Planta 1,PL-1,equipo en linea,activo,Proceso,,,BIM-068094,CABEZAL DEPOSITADOR DE RELLENO MCA PL=1,,,,,no da descripcion,"SIST. DE RELLENO, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P109-00002,SISTEMA DE AGUA P/ LAMINA DE MASA,Planta 1,PL-1,equipo en linea,activo,Proceso,,Registro equipo,alta,SISTEMA DE AGUA P/ LAMINA DE MASA,,,,,,"SIS. AGUA P/ LAMINA DE MASA, PL-1",Registro equipo,Capturado,
BO1P152-00034,SISTEMA ELECTRONICO DE PESAJE EN LINEA,Planta 1,PL-1,equipo en linea,activo,Proceso,,,BIM-068136,SISTEMA ELECTRONICO PARA PESAJE  PL-1,,,,,,"SIST. ELEC. PESAJE EN LINEA, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P153-00008,BATIDORA,Planta 1,PL-1,equipo en linea,activo,Proceso,,,BIM-068081,BATIDORA DE GLASS COLLETTE AUTOMATICA  PL1=BOL1,,,,,,"BATIDORA, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P153-00009,BATIDORA LIKWIFIER,Planta 1,PL-1,equipo en linea,activo,Proceso,,,BIM-108688,MEZCLADORA BATIDORA  LIKWIFER,,,,,,"BAT. LIKWIFIER, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P155-00018,BOMBA DEGASER,Planta 1,PL-1,equipo en linea,activo,Proceso,,Registro equipo,alta,BOMBA DEGASER,,,,,,"DEGASER, PL-1",Registro equipo,Capturado,
BO1P204-00006,CAMARA DE VAPOR,Planta 1,PL-1,equipo en linea,activo,Proceso,,,BIM-068148,CAMARA DE FERMENTACION APV MOD TEMPLEX PL=1,,,,,,"CAM. VAPOR, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P211-00340,CODIFICADOR MARKEM NO.1,Planta 1,PL-1,equipo en linea,activo,Empaque,,Registro equipo,alta,CODIFICADOR MARKEM NO.1,,,,,,"CODIFICADOR 1, PL-1",Registro equipo,Capturado,
BO1P211-00341,CODIFICADOR MARKEM NO.2,Planta 1,PL-1,proceso de baja,inactivo,Empaque,,Eqpo. c/Código BIM Bajas,baja,CODIFICADOR MARKEM NO.2,,,,,,"CODIFICADOR 2, PL-1",Eqpo. c/Código BIM Bajas,Capturado,
BO1P211-00342,CODIFICADOR MARKEM NO.3,Planta 1,PL-1,proceso de baja,inactivo,Empaque,,Eqpo. c/Código BIM Bajas,baja,CODIFICADOR MARKEM NO.3,,,,,,"CODIFICADOR 3, PL-1",Eqpo. c/Código BIM Bajas,Capturado,
BO1P260-00009,BANERA DE ROLES,Planta 1,PL-1,equipo en linea,activo,Proceso,,Registro equipo,alta,BANERA DE ROLES,,,,,,"BAÑERA DE ROLES, PL-1",Registro equipo,Capturado,
BO1P265-00008,DETECTOR DE METALES,Planta 1,PL-1,equipo en linea,activo,Empaque,,,BIM-068496,DETECTOR DE METALES  MCA. LOMA  NØ SERIE  97-0360   PL=1 No 4,,,,,,"DET. METALES, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P266-00021 ,DIVISORA HBD 1,Planta 1,PL-1,equipo en linea,activo,Proceso,,,bim-068705,DIVISORA AMF BAKERY SYSTEMS No 1 PL1,,,,,,"DIVISORA N°1, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P266-00022,DIVISORA HBD 2,Planta 1,PL-1,equipo en linea,activo,Proceso,,,bim-069128,DIVISORA DE MASA AMF MOD KRD No 2 PL1,,,,,,"DIVISORA N°1, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P267-00006,DEPOSITADORA,Planta 1,PL-1,equipo en linea,activo,Proceso,,,BIM-185300,CORTADORA DE MASA PARA LA LINEA DE ROLES,,,,,,"DEPOSITADORA, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P301-00004,ELEVADOR DE ARTEZAS,Planta 1,PL-1,equipo en linea,activo,Proceso,,,BIM-261113,ELEVADOR DE ARTESAS AMF PLANTA 1,,,,,,"ELEVADOR ARTEZAS, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P303-00001,ELEVADOR DE MATERAS PRIMAS,Planta 1,PL-1,equipo en linea,activo,Proceso,,Registro equipo,alta,ELEVADOR DE MATERAS PRIMAS,,,,,,"ELEVADOR, PL-1",Registro equipo,Capturado,
BO1P306-00005,ENFRIADOR,Planta 1,PL-1,equipo en linea,activo,Proceso,,Registro equipo,alta,ENFRIADOR,,,,,,"ENFRIADOR, PL-1",Registro equipo,Capturado,
BO1P307-00005,ENGRASADORA,Planta 1,PL-1,proceso de baja,inactivo,Proceso,,Eqpo. c/Código BIM Bajas,baja,ENGRASADORA,,,,,,"ENGRASADORA 1, PL-1",Eqpo. c/Código BIM Bajas,Capturado,
BO1P307-00110,ENGRASADORA DUBOR TSA800,Planta 1,PL-1,equipo en linea,activo,Proceso,,,BIM-068159,ENGRASADORA DUBOR MOD TDA800 SERIE 6660 84243002  PL=1,,,,,,"ENGRASADORA 2, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P309-00012,ENVOLVEDORA NO  1  MOD.2201,Planta 1,PL-1,proceso de baja,inactivo,Empaque,,,baja,ENVOLVEDORA NO  1  MOD.2201,,,,,,"ENVOLVEDORA N°1, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P309-00013,ENVOLVEDORA NO  2  MOD. 2201,Planta 1,PL-1,proceso de baja,inactivo,Empaque,,,baja,ENVOLVEDORA NO  2  MOD. 2201,,,,,,"ENVOLVEDORA N°2, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P309-00014,ENVOLVEDORA NO  3  MOD. WA 720,Planta 1,PL-1,proceso de baja,inactivo,Empaque,,,baja,ENVOLVEDORA NO  3  MOD. WA 720,,,,,,"ENVOLVEDORA N°3, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P315-00025,4 VENTILADORES PLANTA 1,Planta 1,PL-1,equipo en linea,activo,Proceso,,,alta,4 VENTILADORES PLANTA 1,,,,,,VENTILADORES PL-1,Registro equipo,Capturado,
BO1P316-00002,SISTEMA ACEITE ALGODON A BATIDORA Y ENGRASADORA,Planta 1,PL-1,proceso de baja,inactivo,Proceso,,,baja,SISTEMA ACEITE ALGODON A BATIDORA Y ENGRASADORA,,,,,,"SISTEMA ACEITE, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P316-00003,SISTEMA DE MANEJO DE GLASS,Planta 1,PL-1,proceso de baja,inactivo,Proceso,,,baja,SISTEMA DE MANEJO DE GLASS,,,,,,"SIST.MANEJO DE GLASS, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P316-00004,SISTEMA DE MANEJO DE JARABE,Planta 1,PL-1,equipo en linea,activo,Proceso,,,BIM-067536,BAÑERA DE JARABE ROLES  26-63 PL=1,,,,,,"SIST.MANEJO DE JARABE, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P316-00005,SISTEMA DE ACEITE DESMOLDEO,Planta 1,PL-1,proceso de baja,inactivo,Proceso,,,baja,SISTEMA DE ACEITE DESMOLDEO,,,,,,"SIST. ACEITE DESMOLDEO, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P322-00001,REFRIGERADOR DE LEVADURA,Planta 1,PL-1,proceso de baja,inactivo,Proceso,,,baja,REFRIGERADOR DE LEVADURA,,,,,,"REFRIG. LEVADURA, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P325-00001,SISTEMA CENTRADOR DE MASA  NO.1 VA Y VEN,Planta 1,PL-1,equipo en linea,activo,Proceso,,,BIM-068096,UNIDAD DE REPOSICIONADOR MOD PRV-P- PL=1,,,,,,"CENTRADOR DE MASA  N°1, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P325-00002,SISTEMA CENTRADOR DE MASA  NO.2,Planta 1,PL-1,proceso de baja,inactivo,Proceso,,,baja,SISTEMA CENTRADOR DE MASA  NO.2,,,,,,"CENTRADOR DE MASA  N°2, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P325-00003,GIRADOR DE PAN 1,Planta 1,PL-1,equipo en linea,activo,Proceso,,,alta,GIRADOR DE PAN 1,,,,,,"GIRADOR DE PAN 1, PL-1",Registro equipo,Capturado,
BO1P325-00005,GIRADOR DE PAN 2,Planta 1,PL-1,equipo en linea,activo,Proceso,,,alta,GIRADOR DE PAN 2,,,,,,"GIRADOR DE PAN 2, PL-1",Registro equipo,Capturado,
BO1P325-00015,CEPILLO ESPARCIDOR DE HARINA NO.1,Planta 1,PL-1,proceso de baja,inactivo,Proceso,,,baja,CEPILLO ESPARCIDOR DE HARINA NO.1,,,,,,"CEPILLO ESPARCIDOR N° 1, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P325-00016,CEPILLO ESPARCIDOR DE HARINA NO.2,Planta 1,PL-1,proceso de baja,inactivo,Proceso,,,baja,CEPILLO ESPARCIDOR DE HARINA NO.2,,,,,,"CEPILLO ESPARCIDOR N° 2, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P325-00017,CAPACILLADOR # 1,Planta 1,PL-1,proceso de baja,inactivo,Proceso,,,baja,CAPACILLADOR # 1,,,,,,"CAPACILLADOR N°1, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P325-00018,CAPACILLADOR # 2,Planta 1,PL-1,proceso de baja,inactivo,Proceso,,,baja,CAPACILLADOR # 2,,,,,,"CAPACILLADOR N°2, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P330-00001,BOMBA  EXTRUDER,Planta 1,PL-1,equipo en linea,activo,Proceso,,,BIM-068082,BOMBA DEGASIFICADORA DE MASA PL=1,,,,,,"EXTRUDER, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P435-00001,GLASEADORA,Planta 1,PL-1,equipo en linea,activo,Proceso,,,alta,GLASEADORA,,,,,,"GLASEADORA, PL-1",Registro equipo,Capturado,
BO1P460-00001,HARINADO NO.1,Planta 1,PL-1,equipo en linea,activo,Proceso,,,BIM-068085,CERNIDOR DE HNA MCA MOLINE MOD FDR- TAMIZ No 2,,,,,,"HARINADO 1, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P460-00002,HARINADO NO.2,Planta 1,PL-1,equipo en linea,activo,Proceso,,,BIM-068084,CERNIDOR DE HNA MCA MOLINE MOD FDR- PL=1 TAMIZ No 1,,,,,,"HARINADO 2, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P460-00003,HARINADO NO.3,Planta 1,PL-1,equipo en linea,activo,Proceso,,,BIM-068090,CERNIDOR DE HARINA MOLINE MOD FDR-3 PL=1 TAMIZ No 4,,,,,,"HARINADO 3, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P460-00004,HARINADO NO.4,Planta 1,PL-1,equipo en linea,activo,Proceso,,,BIM-068087,CERNIDOR DE HNA MOLINE MOD FDR-36 S PL=1 TAMIZ No 3,,,,,,"HARINADO 4, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P460-00005,HARINADO NO.5,Planta 1,PL-1,equipo en linea,activo,Proceso,,,BIM-068097,CERNIDOR DE HNA MOLINE CON MOTOREDU PL=1 TAMIZ No 5,,,,,,"HARINADO 5, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P461-00007,HORNO,Planta 1,PL-1,equipo en linea,activo,Proceso,,,alta,HORNO,,,,,,"HORNO, PL-1",Registro equipo,Capturado,
BO1P487-00003,INTERCAMBIADOR DE CALOR JARABE,Planta 1,PL-1,equipo en linea,activo,Proceso,,,BIM-212290,INTERCAMBIADOR DE CALOR A PLACAS ALFA LAVAL MOD.M10-MBASE,,,,,,INTERCAMBIADOR PL-1,Eqpos Código BIM (validados físicamente),Capturado,
BO1P546-00008,LIMPIADOR DE MOLDES,Planta 1,PL-1,equipo en linea,activo,Proceso,,,BIM-173893,SIST LIMPIADOR DE MOLDES PBOLLERIA,,,,,,"LIMPIADOR DE MOLDES, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P576-00003,MARMITA 1 MANTECA LIQUIDA T-3,Planta 1,PL-1,equipo en linea,activo,Proceso,,,BIM-068079,MARMITA 1 PL1=BOL1,,,,,,"MARMITA 1, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P576-00004,MARMITA 2 JARABE DECORADO,Planta 1,PL-1,proceso de baja,inactivo,Proceso,,,baja,MARMITA 2 JARABE DECORADO,,,,,,"MARMITA 2, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P576-00005,MARMITA 3 PREPARADO DE GLASS,Planta 1,PL-1,proceso de baja,inactivo,Proceso,,,baja,MARMITA 3 PREPARADO DE GLASS,,,,,,"MARMITA 3, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P577-00012,MEDIDOR DE FLUJO SIGNET DOSIFICACION DE AGUA A BATIDORA COLL,Planta 1,PL-1,equipo en linea,activo,Proceso,,,alta,MEDIDOR DE FLUJO SIGNET DOSIFICACION DE AGUA A BATIDORA COLL,,,,,esta dentro del tablero de tablero collet,"MEDIDOR DE FLUJO 2, PL-1",Registro equipo,Capturado,
BO1P577-00013,MEDIDOR DE FLUJO SIGNET DOSIFICACION DE ACEITE A BATIDORA CO,Planta 1,PL-1,equipo en linea,activo,Proceso,,,alta,MEDIDOR DE FLUJO SIGNET DOSIFICACION DE ACEITE A BATIDORA CO,,,,,esta dentro del tablero de tablero collet,"MEDIDOR DE FLUJO 1, PL-1",Registro equipo,Capturado,
BO1P579-00007,MEZCLADORA MASAS  MOD.1600 HD,Planta 1,PL-1,equipo en linea,activo,Proceso,,,BIM-069108,MEZCLADORA DE MASA PEERLESS BMM-785,,,,,,"MEZCLADORA MASAS, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P579-00008,MEZCLADORA ESPONJAS  MOD. N013 DREAD,Planta 1,PL-1,equipo en linea,activo,Proceso,,,BIM-068101,MEZCLADORA WERNER LEHARA,,,,,,"MEZCLADORA ESPONJAS, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P587-00001,MESA DE RODILLOS DE MOLDES,Planta 1,PL-1,equipo en linea,activo,Proceso,,,BIM-083102,CAMA DE YOYOS PARA AMBAS DIRECCIONES PL=1,,,,,,"MESA DE RODILLOS, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P725-00007,REBANADORA,Planta 1,PL-1,equipo en linea,activo,Empaque,,,alta,REBANADORA,,,,,,"REBANADORA, PL-1",Registro equipo,Capturado,
BO1P728-00001,RODILLO  PRELAMINADOR,Planta 1,PL-1,proceso de baja,inactivo,Proceso,,,baja,RODILLO  PRELAMINADOR,,,,,,"PRELAMINADOR, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P728-00002,RODILLOS LAMINADORES 1,Planta 1,PL-1,equipo en linea,activo,Proceso,,,BIM-068088,LAMINADOR 1 QUE CONSTA DE RODILLO L PL=1,,,,,,"LAMINADOR 1, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P728-00003,RODILLOS LAMINADORES 2,Planta 1,PL-1,equipo en linea,activo,Proceso,,,BIM-068091,LAMINADOR DE RODILLO PL=1,,,,,,"LAMINADOR 2, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P728-00004,RODILLOS  ENRROLLADORES,Planta 1,PL-1,equipo en linea,activo,Proceso,,,BIM-068095,UNIDAD DE ENROLLAMIENTO MODELO,,,,,,"ENRROLLADORES, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P831-00178,MOLINE TABLERO ELECTRICO,Planta 1,PL-1,equipo en linea,activo,Proceso,,,BIM-068099,TABLERO DE FZA Y CONTROL MOLINE SIN PL=1,,,,,,"MOLINE TAB. ELEC., PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P831-00179,TABLERO FCEMP  BATDORA  ELEVADOR Y HUEVO,Planta 1,PL-1,equipo en linea,activo,Proceso,,,BIM-068164,TABLERO DE CONTROL BM-M-744 PL1=BOL1,,,,,,"TABLERO FCEMP, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
BO1P831-00180,TABLERO PREP1  BATIDORA BOMBAS Y MARMITAS,Planta 1,PL-1,equipo en linea,activo,Proceso,,,alta,TABLERO PREP1  BATIDORA BOMBAS Y MARMITAS,,,,,,"TABLERO PREP1, PL-1",Registro equipo,Capturado,
BO1P831-00181,TABLERO PREP2  SIGNET,Planta 1,PL-1,equipo en linea,activo,Proceso,,,alta,TABLERO PREP2  SIGNET,,,,,,"TABLERO PREP2, PL-1",Registro equipo,Capturado,
BO1P831-00182,TABLERO 1FPL1  TRANSPORTADORES M Y MC,Planta 1,PL-1,proceso de baja,inactivo,Proceso,,,baja,TABLERO 1FPL1  TRANSPORTADORES M Y MC,,,,,,"TAB. TRANSPS. M Y MC, PL-1",Eqpos Código BIM (validados físicamente),Capturado,
