Código Planta,DESCRIPCIÓN BIMBO,Línea de producción,Siglas Línea,Estatus línea,Activo/inactivo,Ubicación física en línea,Centro de Costo,Ubicación física en Planta,BIM,Descripción del activo,Marca,Modelo,Serie,"voltaje, capacidad o dimensiones",Comentarios equipo,Familia Equipo,Grafica análisis,grafica,,ABASTEX
,TRANSPORTADOR TAPAS No P40A,Planta 2,PL-2,equipo en linea,ACTIVO,Proceso,,,BIM-068510,TRANSPORTADOR DESVIADOR HORIZONTAL P/MOLDES SASIB BMA227 P-09 A PL=2,,,,,,Transportadores,Eqpos Código BIM (validados físicamente),Capturado,,
,TRANSPORTADOR TAPAS No P41,Planta 2,PL-2,equipo en linea,ACTIVO,Proceso,,,BIM-068512,TRANSPORTADOR DESVIADOR HORIZONTAL P/MOLDES SASIB BMA227 P-09 B PL=2,,,,,,Transportadores,Eqpos Código BIM (validados físicamente),Capturado,,
,TRANSPORTADOR TAPAS No P42,Planta 2,PL-2,equipo en linea,ACTIVO,Proceso,,,BIM-067815,TRANSPORTADOR RECTO HORIZONTAL SPANTECH P-42 PL=3,,,,,,Transportadores,Eqpos Código BIM (validados físicamente),Capturado,,
,TRANSPORTADOR TAPAS No P43,Planta 2,PL-2,equipo en linea,ACTIVO,Proceso,,,BIM-071564,TRANSPORTADOR L TRANSFER  TAPAS  PAN CHICO,,,,,,Transportadores,Eqpos Código BIM (validados físicamente),Capturado,,
,TRANSPORTADOR VOLTEADOR DE MOLDES P-23,Planta 2,PL-2,equipo en linea,ACTIVO,Proceso,,,BIM-067709,TRANSPORTADOR CURVO 90° P-23C MAQUINDAL SERIE 98-0170 PL=2,,,,,,Transportadores,Eqpos Código BIM (validados físicamente),Capturado,,
,TRANSPORTADOR VOLTEADOR DE MOLDES P-23 TURBINA DE AIRE,Planta 2,PL-2,equipo en linea,ACTIVO,,,,alta,TRANSPORTADOR VOLTEADOR DE MOLDES P-23 TURBINA DE AIRE,,,,,,Motorreductores20,Registro equipo,Capturado,,
,TURBINA 1 HORNO,Planta 2,PL-2,equipo en linea,ACTIVO,Proceso,,,alta,TURBINA 1 HORNO,,,,,,MOTORES2012,Registro equipo,Capturado,,
,TURBINA 2 HORNO,Planta 2,PL-2,equipo en linea,ACTIVO,Proceso,,,alta,TURBINA 2 HORNO,,,,,,MOTORES2012,Registro equipo,Capturado,,
,TURBINA DESMOLDEADOR,Planta 2,PL-2,equipo en linea,ACTIVO,,,,alta,TURBINA DESMOLDEADOR,,,,,,MOTORES2012,Registro equipo,Capturado,,
,VENTILADOR 1 ENFRIADOR,Planta 2,PL-2,equipo en linea,ACTIVO,,,,alta,VENTILADOR 1 ENFRIADOR,,,,,,MOTORES2012,Registro equipo,Capturado,,
,VENTILADOR 2 ENFRIADOR,Planta 2,PL-2,equipo en linea,ACTIVO,,,,alta,VENTILADOR 2 ENFRIADOR,,,,,,MOTORES2012,Registro equipo,Capturado,,
,VENTILADOR 3 ENFRIADOR,Planta 2,PL-2,equipo en linea,ACTIVO,,,,alta,VENTILADOR 3 ENFRIADOR,,,,,,MOTORES2012,Registro equipo,Capturado,,
,VENTILADOR 4 ENFRIADOR,Planta 2,PL-2,equipo en linea,ACTIVO,,,,alta,VENTILADOR 4 ENFRIADOR,,,,,,MOTORES2012,Registro equipo,Capturado,,
,VOLTEADOR DE MOLDES FILTRO TURBINA,Planta 2,PL-2,equipo en linea,ACTIVO,,,,alta,VOLTEADOR DE MOLDES FILTRO TURBINA,,,,,,VARIOS,Registro equipo,Capturado,,
,VOLTEO TAZA MEZCLADORA SIST. HIDRAULICO MOTOR,Planta 2,PL-2,equipo en linea,ACTIVO,,,,alta,VOLTEO TAZA MEZCLADORA SIST. HIDRAULICO MOTOR,,,,,,Reduct.B.Wilden.C.Engran,Registro equipo,Capturado,,
,VOLTEO TAZA MEZCLADORA SISTEMA HIDRAULICO,Planta 2,PL-2,equipo en linea,ACTIVO,,,,alta,VOLTEO TAZA MEZCLADORA SISTEMA HIDRAULICO,,,,,,Motorreductores20,Registro equipo,Capturado,,
,TABLERO ELECTRICO,Planta 2,PL-2,equipo en linea,ACTIVO,PROCESO,,,BIM-067716,TABLERO ELECTRICO PL=2,PROCESO,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
,TABLERO ELECTRICO 4FP1,Planta 2,PL-2,equipo en linea,ACTIVO,,,,BIM-068495,TABLERO ELECTRICO 4FP1 TAM.ESPECIAL,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
,TABLERO ELECTRICO 1FCCVP,Planta 2,PL-2,equipo en linea,ACTIVO,,,,BIM-068395,TABLERO ELECTRICO IFCCVP CAMARA,PROCESO,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
,TABLERO ELECTRICO CEL 2,Planta 2,PL-2,equipo en linea,ACTIVO,,,,BIM-067634,TABLERO ELECTRICO FZA Y CONTROL CEL2 PL-2 PN1,MAQUINAL,CE,04-1025,110V,,,Eqpos Código BIM (validados físicamente),Capturado,,
,TABLERO ELECTRICO 4FP2,Planta 2,PL-2,equipo en linea,ACTIVO,,,,BIM-067719,TABLERO ELECTRICO 4FP2 (ENF TRASN REBANADO Y EMBOLSADO),PROCESO,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
,TABLERO I.F.E.M ENFRIADOR,Planta 2,PL-2,equipo en linea,ACTIVO,,,,alta,TABLERO I.F.E.M ENFRIADOR,,,,120V,,,Registro equipo,Capturado,,
,TABLERO DE MEZCLADORA,Planta 2,PL-2,equipo en linea,ACTIVO,PROCESO,,,alta,TABLERO DE MEZCLADORA,AMF,TITL,14700,220V,,,Registro equipo,Capturado,,
,TABLERO ICAF/PL2,Planta 2,PL-2,equipo en linea,ACTIVO,PROCESO,,,alta,TABLERO ICAF/PL2,,,,220V,,,Registro equipo,Capturado,,
,TRANSPORTADOR DE PAN TRANSFER,Planta 2,PL-2,equipo en linea,ACTIVO,PROCESO,,,BIM-071564,TRANSPORTADOR L TRANSFER  TAPAS  PAN CHICO,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P105-00001,APILADOR DE MOLDES,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,BIM-067806,APILADOR-ALIMENTADOR DE MOLDE BMM-408  PL=3,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P107-00010,ATADORA 1 MOD. 35-9,Planta 3,PL-3,equipo en linea,ACTIVO,Empaque,,PAN 2,BIM-077198,ATADORA BURFORD # 6 SERIE 15460 PL=3,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P107-00011,ATADORA 2 MOD. 35-9,Planta 3,PL-3,equipo en linea,ACTIVO,Empaque,,PAN 2,BIM-128873,ATADORA VERTICAL LADO DE OPERACIN  DERECHO # 2 SERIE 16316,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P107-00012,ATADORA 3,Planta 3,PL-3,equipo en linea,ACTIVO,Empaque,,PAN 2,BIM-067623,ATADORA BURFORD LINEA 3 PL3 PN2 # SERIE 18225,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P107-00013,ATADORA 4,Planta 3,PL-3,equipo en linea,ACTIVO,Empaque,,PAN 2,BIM-128873,ATADORA VERTICAL LADO DE OPERACIN  DERECHO # 2 SERIE 16316,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P154-00003,BOLEADORA 1 MOD. DL-CH77,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,BIM-068588,BOLEADORA DE  MASA LADO DE OP. DER. BMA-216 No 2 PL=3,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P154-00004,BOLEADORA 2 MOD. DL-CH77,Planta 3,PL-3,proceso de baja,inactivo,Proceso,,PAN 2,Baja,BOLEADORA 2 MOD. DL-CH77,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P155-00030,DO PUMP 1,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,BIM-067766,BOMBA DE MASA AMF # 1 PL=3,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P155-00031,DO PUMP 2,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,BIM-068524,BOMBA DE MASA AMF # 2 PL=3,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P198-00009,SIX PIECE CUTTER # 1,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,BIM-067885,CORTADOR DE MASA  MCA: APV BAKER REF BMSO-44 PEDIMENTO 3212-0001697 PL=3,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P198-00010,SIX PIECE CUTTER # 2,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,alta,SIX PIECE CUTTER # 2,,,,,,,Registro equipo,Capturado,,
PN2P261-00003,DESAPILADOR DE MOLDES,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,BIM-069237,DESAPILADOR SASIB BAKERY,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P264-00011,TRANSPORTADOR P67 DESVIADOR DE PAN,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,BIM-067842,TRANSPORTADOR DESVIADOR HORIZ. BMM-500 (P-67 ),,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P264-00012,TRANSPORTADOR P69A DESVIADOR DE PAN,Planta 3,PL-3,equipo en linea,ACTIVO,Empaque,,PAN 2,BIM-091243,TRANSPORTADOR P69A DESVIADOR DE PAN,,,,,no coincide,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P264-00013,TRANSPORTADOR P72 DESVIADOR DE PAN,Planta 3,PL-3,equipo en linea,ACTIVO,Empaque,,PAN 2,BIM-067846,TRANSPORTADOR P72 DESVIADOR DE PAN,,,,,no coincide,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P264-00014,TRANSPORTADOR P73 DESVIADOR DE PAN,Planta 3,PL-3,equipo en linea,ACTIVO,Empaque,,PAN 2,BIM-067807,TRANSPORTADOR P73 DESVIADOR DE PAN,,,,,no coincide,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P264-00015,TRANSPORTADOR P77 DESVIADOR DE PAN,Planta 3,PL-3,equipo en linea,ACTIVO,Empaque,,PAN 2,BIM-067849,TRANSPORTADOR RECTO INCLINADO P-75  PL=3,,,,,no coincide,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P264-00016,TRANSPORTADOR P80 DESVIADOR DE PAN,Planta 3,PL-3,equipo en linea,ACTIVO,Empaque,,PAN 2,alta,TRANSPORTADOR P80 DESVIADOR DE PAN,,,,,no coincide,,Registro equipo,Capturado,,
PN2P265-00546,DETECTOR DE METALES LOMA,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,BIM-096947,DETECTOR DE METALES  C TRANSPORTADOR Y SIS RECHAZO PN2,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P266-00009,DIVISORA 1 MOD. ADD77,Planta 3,PL-3,equipo en linea,ACTIVO,Empaque,,PAN 2,BIM-067769,DIVISORA AMF PL=3 No 1,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P266-00010,DIVISORA 2 MOD. ADD77,Planta 3,PL-3,proceso de baja,inactivo,Proceso,,PAN 2,Baja,DIVISORA 2 MOD. ADD77,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P303-00002,ELEVADOR DE MAT. PRIMAS,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,BIM-249511,ELEVADOR DE CARGA PARA MATERIA PRIMA PL-3,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P304-00011,EMBOLSADORA 1,Planta 3,PL-3,equipo en linea,ACTIVO,Empaque,,PAN 2,BIM-067864,EMBOLSADORA FORMOST PACKAGING PL=3  No 1,,,,,fisicamente no lo tiene,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P304-00012,EMBOLSADORA 2,Planta 3,PL-3,equipo en linea,ACTIVO,Empaque,,PAN 2,BIM-067865,EMBOLSADORA 2,,,,,fisicamente no lo tiene,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P304-00013,EMBOLSADORA 3,Planta 3,PL-3,equipo en linea,ACTIVO,Empaque,,PAN 2,BIM-261115,EMBOLSADORA # 3 MARK 75 SERIE 130308 PLANTA 3,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P304-00014,EMBOLSADORA 4,Planta 3,PL-3,equipo en linea,ACTIVO,Empaque,,PAN 2,BIM-261116,EMBOLSADORA # 4 MARK 75 SERIE 130309 PLANTA 3,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P460-00006,HARINADOR 1 MOD. FL-B1 77,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,BIM-068589,HARINADOR D E MASNo 1 AMF LADO DE OP. DER PL=3,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P460-00007,HARINADOR 2 MOD. FL-B1 77,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,alta,HARINADOR 2 MOD. FL-B1 77,,,,,,,Registro equipo,Capturado,,
PN2P461-00009,HORNO,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,BIM-067795,HORNO BAKER PERKINS 26-49 PL=3,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P487-00005,INTERCAMBIADOR,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,BIM-067763,INTERCAMBIADOR DE CALOR PL-3,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P579-00010,MEZCLADORA 2 TAMAÑO 20,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,BIM-067765,MEZCLADORA DE MASA #2 APV T#20 PL=3,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P579-00033,MEZCLADORA 1 TAMAÑO 20,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,BIM-179311,MEZCLADORA DE MASA 1,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P580-00005,MODELADORA 1,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,BIM-067775,MODELADORAS DE MASA APV No 1 PL=3,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P580-00006,MODELADORA 2,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,BIM-067777,MODELADORAS DE MASA APV No 2 PL=3,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P725-00011,REBANADORA 1,Planta 3,PL-3,equipo en linea,ACTIVO,Empaque,,PAN 2,BIM-067861,REBANADORA AMF 136 67-19 SERIE 251  PL=3  No 1,,,,,fisicamente no lo tiene,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P725-00012,REBANADORA 2,Planta 3,PL-3,equipo en linea,ACTIVO,Empaque,,PAN 2,BIM-067862,REBANADORA  DE PAN MCA:  AMF MODELO  PL=3 No 2,,,,,fisicamente no lo tiene,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P725-00013,REBANADORA 3,Planta 3,PL-3,equipo en linea,ACTIVO,Empaque,,PAN 2,BIM-068574,REBANADORA AMF 136 67 19 SERIE 235 # 3,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P725-00014,REBANADORA 4,Planta 3,PL-3,equipo en linea,ACTIVO,Empaque,,PAN 2,BIM-067860,REBANADORA DE PAN MCA:  AMF MODELO PL=3 No 4,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P829-00001,TAPA MOLDES,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,alta,TAPA MOLDES,,,,,,,Registro equipo,Capturado,,
PN2P831-00205,TABLERO ELECTRICO 1FP2 MEZCLADORAS,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,alta,TABLERO ELECTRICO 1FP2 MEZCLADORAS,,,,,,,Registro equipo,Capturado,,
PN2P831-00206,TABLERO ELECTRICO CDV2,Planta 3,PL-3,proceso de baja,inactivo,Proceso,,PAN 2,Baja,TABLERO ELECTRICO CDV2,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P831-00210,TABLERO ELECTRICO CBAT ESPONJAS,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,alta,TABLERO ELECTRICO CBAT ESPONJAS,,,generico,110 a 440,,,Registro equipo,Capturado,,
PN2P831-00211,TABLERO ELECTRICO CEL,Planta 3,PL-3,proceso de baja,inactivo,Proceso,,PAN 2,Baja,TABLERO ELECTRICO CEL,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P831-00212,TABLERO ELECTRICO 1FEL ESPONJAS,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,BIM-069194,TABLERO ELECTRICO DE FZA Y CONTROL 1FEL1  TE03 PL=3,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P831-00213,TABLERO ELECTRICO 1FVP3,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,BIM-067921,TABLERO PARA VENTILACION 1FVP3 PL-3 PL=3,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P831-00215,TABLERO ELECTRICO 4FP2,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,BIM-067910,TABLERO ELECT. FZA. Y CONTROL 4FP2,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P831-00216,TABLERO ELECTRICO 5FP2,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,BIM-067911,TABLERO ELECT. FZA. Y CONTROL 5FP2,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P831-00217,TABLERO ELECTRICO 6FP2 ENFRIAMIENTO A EMBOLSADO,Planta 3,PL-3,equipo en linea,ACTIVO,Empaque,,PAN 2,BIM-067913,TABLERO ELECT. FZA. Y CONTROL 6FP2,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P831-00218,TABLERO ELECTRICO CEIJ ENFRIADOR,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,BIM-067913,TABLERO ELECT. FZA. Y CONTROL 6FP2,,,,,no coincide,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P831-00219,TABLERO ELECTRICO CTEE ENFRIAMIENTO A EMBOLSADO,Planta 3,PL-3,proceso de baja,inactivo,Empaque,,PAN 2,Baja,TABLERO ELECTRICO CTEE ENFRIAMIENTO A EMBOLSADO,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P831-00220,TABLERO ELECTRICO CTF,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,BIM-067914,TABLERO ELECT. FZA. Y CONTROL CTF PL=3,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P831-00221,TABLERO ELECTRICO CTRM,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,BIM-067912,TABLERO ELECT. FZA. Y CONTROL CTRM  PL=3,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P831-00222,TABLERO ELECTRICO CD DESMOLDEADOR,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,alta,TABLERO ELECTRICO CD DESMOLDEADOR,n,61242,,440 v,,,Registro equipo,Capturado,,
PN2P831-00223,TABLERO ELECTRICO CDV1,Planta 3,PL-3,proceso de baja,inactivo,Proceso,,PAN 2,Baja,TABLERO ELECTRICO CDV1,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P831-01127,TABLERO ELECTRICO CBM1 BOMBA DE MASA 1,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,alta,TABLERO ELECTRICO CBM1 BOMBA DE MASA 1,,generico,,110 a 440,,,Registro equipo,Capturado,,
PN2P831-01128,TABLERO ELECTRICO CBM2 BOMBA DE MASA 2,Planta 3,PL-3,proceso de baja,inactivo,Proceso,,PAN 2,Baja,TABLERO ELECTRICO CBM2 BOMBA DE MASA 2,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P831-01129,TABLERO ELECTRICO CADM APILADOR-DESAPILADOR DE MOLDES.,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,alta,TABLERO ELECTRICO CADM APILADOR-DESAPILADOR DE MOLDES.,,generico,,440 v,,,Registro equipo,Capturado,,
PN2P832-00060,TANQUE PREPARADOR 1,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,BIM-067761,TANQUE PREPARADOR #1 CAP 6100 LTS PL3 PN2,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P832-00061,TANQUE PREPARADOR 2,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,BIM-068581,TANQUE PREPARADOR No2 PL3,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P832-00062,TANQUE FERMENTADOR 1,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,BIM-067756,TANQUE FERMENTADOR No1 PL3,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P832-00063,TANQUE FERMENTADOR 2,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,BIM-067757,TANQUE FERMENTADOR #2 CAP 7380 PL3 PN2,,,,,es el hidratador 2,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P832-00064,TANQUE FERMENTADOR 3,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,BIM-067758,TANQUE FERMENTADOR No3 PL3,,,,,fisicamente no lo tiene,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P832-00065,TANQUE FRIO,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,BIM-067760,TANQUE FRIO CAP 7826 LTS PL3 PN2,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P832-00066,TANQUE PESADOR,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,BIM-202133,TANQUE No.2 HIDRATADO SISTEMA DIMPLED JUNTO BIM-200743,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P849-00332,TRANSPORTADOR P01 MASA,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,BIM-067768,TRANSPORTADOR P01 MASA,,,,,fisicamente no lo tiene,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P849-00333,TRANSPORTADOR P02 MASA,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,BIM-067704,TRANSPORTADOR RECTO HORIZONTAL MASA 1.5 MAQUINDAL  PL=5,,,,,fisicamente no lo tiene,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P849-00334,TRANSPORTADOR P03 MASA,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,BIM-067767,TRANSPORTADOR P03 MASA,,,,,fisicamente no lo tiene,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P849-00335,TRANSPORTADOR P04 MASA,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,alta,TRANSPORTADOR P04 MASA,,,,,fisicamente no lo tiene,,Registro equipo,Capturado,,
PN2P849-00337,TRANSPORTADOR P06 MASA,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,BIM-067773,TRANSPORTADOR DE HARINADO PL=3 P-06,,generico,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P849-00339,TRANSPORTADOR P08 MASA,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,BIM-067774,TRANSPORTADOR RECTO INCLINADO HARINADOR P-08  PL3,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P849-00340,TRANSPORTADOR P09 MOLDES,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,BIM-067779,TRANSPORTADOR RECTO INCLINADO P-09 PL=3,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P849-00341,TRANSPORTADOR P09A MOLDES,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,alta,TRANSPORTADOR P09A MOLDES,,generico,,,,,Registro equipo,Capturado,,
PN2P849-00342,TRANSPORTADOR P10 MOLDES,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,BIM-067782,TRANSPORTADOR RECTO INCLINADO P-10 PL=3,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P849-00343,TRANSPORTADOR P10A MOLDES,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,alta,TRANSPORTADOR P10A MOLDES,,,,,,,Registro equipo,Capturado,,
PN2P849-00348,TRANSPORTADOR P13 MOLDES,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,BIM-067783,TRANSPORTADOR T-TRANSFER P-13 DE PL=3,,,,,es el 14 ,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P849-00349,TRANSPORTADOR P14 MOLDES,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,BIM-067784,TRANSPORTADOR P14 MOLDES,,,,,es el 15,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P849-00350,TRANSPORTADOR P15 MOLDES,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,BIM-067786,TRANSPORTADOR RECTO INCLINADO P-16 PL=3,,,,,es el 15,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P849-00351,TRANSPORTADOR P16 MOLDES,Planta 3,PL-3,proceso de baja,inactivo,Proceso,,PAN 2,Baja,TRANSPORTADOR P16 MOLDES,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P849-00352,TRANSPORTADOR P17 MOLDES,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,BIM-067788,TRANSPORTADOR CURVO A 90 GRADOS SALIDA DE CAMARA P-1 7 PL3,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P849-00353,TRANSPORTADOR P18 MOLDES,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,BIM-067789,TRANSPORTADOR RECTO INCLINADO P-18   PL=3,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P849-00354,TRANSPORTADOR P19 MOLDES,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,BIM-067790,TRANSPORTADOR RECTO INCLINADO P-19 PL=3,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P849-00355,TRANSPORTADOR P20 MOLDES,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,alta,TRANSPORTADOR P20 MOLDES,,,,,,,Registro equipo,Capturado,,
PN2P849-00356,TRANSPORTADOR P21 MOLDES,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,BIM-067011,TRANSPORTADOR P21 MOLDES,,generico,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P849-00357,TRANSPORTADOR P22 MOLDES,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,BIM-067793,TRANSPORTADOR RECTO HORIZONTAL P-22 PL=3,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
PN2P849-00358,TRANSPORTADOR P23 MOLDES,Planta 3,PL-3,equipo en linea,ACTIVO,Proceso,,PAN 2,BIM-067794,TRANSPORTADOR CURVO A 90 GRADOS P-23 PL=3,,,,,,,Eqpos Código BIM (validados físicamente),Capturado,,
